"nftId","uri","image","metadata"
"moneyverse-0901","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigczttgu37addo4yw3e6dd7242oooyo3afhmbs3kj4g6yuiq4fa6i","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0901"",""fileName"":""2-sliver-1120"",""ipfs_hash"":""ipfs://bafybeigczttgu37addo4yw3e6dd7242oooyo3afhmbs3kj4g6yuiq4fa6i"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0028,""Z"":0.0083},""coin_2_rotate"":{""X"":0.002,""Z"":0.0068},""coin_1_position"":{""X"":186,""Y"":167},""coin_2_position"":{""X"":21,""Y"":-191}}}"
"moneyverse-0902","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeibvaxvhggcyog6xz3nralxnzr4x5ly2ejsb24nzluzt7qlr4bpce4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0902"",""fileName"":""2-sliver-0574"",""ipfs_hash"":""ipfs://bafybeibvaxvhggcyog6xz3nralxnzr4x5ly2ejsb24nzluzt7qlr4bpce4"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0039,""Z"":0.0067},""coin_2_rotate"":{""X"":0.0097,""Z"":0.0067}}}"
"moneyverse-0903","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeifcrhmrv2lnsqfl7eoe3pccsi4ty5xnuw76gvypsgebe7butkfvo4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0903"",""fileName"":""2-sliver-1018"",""ipfs_hash"":""ipfs://bafybeifcrhmrv2lnsqfl7eoe3pccsi4ty5xnuw76gvypsgebe7butkfvo4"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0093,""Z"":0.0091},""coin_2_rotate"":{""X"":-0.0093,""Z"":-0.0091}}}"
"moneyverse-0904","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidupiccwgnvimmgvt6leu2u523chhwhkwulm75prbd6pgxolsjkdy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0904"",""fileName"":""2-sliver-0636"",""ipfs_hash"":""ipfs://bafybeidupiccwgnvimmgvt6leu2u523chhwhkwulm75prbd6pgxolsjkdy"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0044,""Z"":0.0014},""coin_2_rotate"":{""X"":-0.0044,""Z"":-0.0014}}}"
"moneyverse-0905","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeif3pc4rbyvbn5mqdsn647uskljogmpe7djgmadddm6mkvqfe27wte","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0905"",""fileName"":""2-sliver-0514"",""ipfs_hash"":""ipfs://bafybeif3pc4rbyvbn5mqdsn647uskljogmpe7djgmadddm6mkvqfe27wte"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0042,""Z"":0.0057},""coin_2_rotate"":{""X"":0.0057,""Z"":0.008}}}"
"moneyverse-0906","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigc2ms4djkmfkxor2bl7shljhkefntqtc5b6lhjkst3tfnnnkppqy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0906"",""fileName"":""2-sliver-0659"",""ipfs_hash"":""ipfs://bafybeigc2ms4djkmfkxor2bl7shljhkefntqtc5b6lhjkst3tfnnnkppqy"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0046,""Z"":0.0064},""coin_2_rotate"":{""X"":-0.0046,""Z"":-0.0064}}}"
"moneyverse-0907","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeif5yyozyxctsstpwzn5rzwxa5bzom43hhfwzop542dwmhqr2dk2da","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0907"",""fileName"":""2-sliver-0253"",""ipfs_hash"":""ipfs://bafybeif5yyozyxctsstpwzn5rzwxa5bzom43hhfwzop542dwmhqr2dk2da"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0076,""Z"":0.002},""coin_2_rotate"":{""X"":0.0092,""Z"":0.0024}}}"
"moneyverse-0908","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiaxtrh266pdnzl7722ngjyaf5kunmtactztjbgwixpytzhnkjpwiu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0908"",""fileName"":""2-sliver-0785"",""ipfs_hash"":""ipfs://bafybeiaxtrh266pdnzl7722ngjyaf5kunmtactztjbgwixpytzhnkjpwiu"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0093,""Z"":0.0079},""coin_2_rotate"":{""X"":-0.0093,""Z"":-0.0079},""coin_1_position"":{""X"":-157,""Y"":192},""coin_2_position"":{""X"":14,""Y"":-139}}}"
"moneyverse-0909","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeig7ucvp2nbu7hrpuoiaoufjqzao7upso2jni6osb7tprn4w2lc4ry","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0909"",""fileName"":""2-sliver-0818"",""ipfs_hash"":""ipfs://bafybeig7ucvp2nbu7hrpuoiaoufjqzao7upso2jni6osb7tprn4w2lc4ry"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0024,""Z"":0.0096},""coin_2_rotate"":{""X"":-0.0024,""Z"":-0.0096},""coin_1_position"":{""X"":-110,""Y"":-104},""coin_2_position"":{""X"":-198,""Y"":170}}}"
"moneyverse-0910","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeifbv36lzmwhdqyeuexp25rcoxvucim3krjvz66zeis6givhv5wat4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0910"",""fileName"":""2-sliver-0339"",""ipfs_hash"":""ipfs://bafybeifbv36lzmwhdqyeuexp25rcoxvucim3krjvz66zeis6givhv5wat4"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.008,""Z"":0.008},""coin_2_rotate"":{""X"":0.0011,""Z"":0.0039},""coin_1_position"":{""X"":-192,""Y"":172},""coin_2_position"":{""X"":-171,""Y"":-31}}}"
"moneyverse-0911","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeibws5464ko4rmhvfsm4mae4rkrmifs4xsisvxog2suxgypski4bgy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0911"",""fileName"":""2-sliver-0669"",""ipfs_hash"":""ipfs://bafybeibws5464ko4rmhvfsm4mae4rkrmifs4xsisvxog2suxgypski4bgy"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.001,""Z"":0.0067},""coin_2_rotate"":{""X"":0.0032,""Z"":0.0046},""coin_1_position"":{""X"":-145,""Y"":-193},""coin_2_position"":{""X"":-32,""Y"":185}}}"
"moneyverse-0912","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeibncgupfgdadtyitynaa7g6qfvmrqyghmjj35jpdsbt3umnyqgy2u","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0912"",""fileName"":""2-sliver-0416"",""ipfs_hash"":""ipfs://bafybeibncgupfgdadtyitynaa7g6qfvmrqyghmjj35jpdsbt3umnyqgy2u"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0044,""Z"":0.0078},""coin_2_rotate"":{""X"":-0.0044,""Z"":-0.0078},""coin_1_position"":{""X"":196,""Y"":3},""coin_2_position"":{""X"":-55,""Y"":165}}}"
"moneyverse-0913","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeifhdrlzqxsqe5bzdd4b5vtnf3psaillp5kvegii3bryoyhl3vzlxy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0913"",""fileName"":""2-sliver-0431"",""ipfs_hash"":""ipfs://bafybeifhdrlzqxsqe5bzdd4b5vtnf3psaillp5kvegii3bryoyhl3vzlxy"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0027,""Z"":0.0088},""coin_2_rotate"":{""X"":-0.0027,""Z"":-0.0088},""coin_1_position"":{""X"":-116,""Y"":-39},""coin_2_position"":{""X"":106,""Y"":-123}}}"
"moneyverse-0914","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeieyu4zdsdeyo3aevd75vopmjd44bepmxolm3kp4snw6mil7axee74","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0914"",""fileName"":""2-sliver-0173"",""ipfs_hash"":""ipfs://bafybeieyu4zdsdeyo3aevd75vopmjd44bepmxolm3kp4snw6mil7axee74"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0087,""Z"":0.0023},""coin_2_rotate"":{""X"":-0.0087,""Z"":-0.0023},""coin_1_position"":{""X"":140,""Y"":-116},""coin_2_position"":{""X"":119,""Y"":-168}}}"
"moneyverse-0915","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihs2kfysvsona45d2er4ep2l5browdyhoyqd4u6rj5tw2o7s5ag6a","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0915"",""fileName"":""2-sliver-0021"",""ipfs_hash"":""ipfs://bafybeihs2kfysvsona45d2er4ep2l5browdyhoyqd4u6rj5tw2o7s5ag6a"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.003,""Z"":0.0023},""coin_2_rotate"":{""X"":0.0026,""Z"":0.0094}}}"
"moneyverse-0916","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiansjuogndjik6egehsr5fiulsxdqdciopt4j2vljnrzepzjfn3qy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0916"",""fileName"":""2-sliver-0579"",""ipfs_hash"":""ipfs://bafybeiansjuogndjik6egehsr5fiulsxdqdciopt4j2vljnrzepzjfn3qy"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0097,""Z"":0.0032},""coin_2_rotate"":{""X"":-0.0097,""Z"":-0.0032}}}"
"moneyverse-0917","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeif2o5vngx4ydcbuqblz7llmxlcfqbcxdcmpfn63adyohyhdoi5hny","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0917"",""fileName"":""2-sliver-0353"",""ipfs_hash"":""ipfs://bafybeif2o5vngx4ydcbuqblz7llmxlcfqbcxdcmpfn63adyohyhdoi5hny"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0079,""Z"":0.0055},""coin_2_rotate"":{""X"":-0.0079,""Z"":-0.0055},""coin_1_position"":{""X"":105,""Y"":-188},""coin_2_position"":{""X"":23,""Y"":-24}}}"
"moneyverse-0918","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihvmliokt5vhx3vj4a7wcgj6zoge4jn4q3byb55bayjvs5oh3mxt4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0918"",""fileName"":""2-sliver-0810"",""ipfs_hash"":""ipfs://bafybeihvmliokt5vhx3vj4a7wcgj6zoge4jn4q3byb55bayjvs5oh3mxt4"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0092,""Z"":0.0093},""coin_2_rotate"":{""X"":-0.0092,""Z"":-0.0093},""coin_1_position"":{""X"":21,""Y"":178},""coin_2_position"":{""X"":-8,""Y"":-99}}}"
"moneyverse-0919","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihc2w7da7lfryqtwju66rz2ei5fxpwsf7nmaxohzieadh5gyu5n4a","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0919"",""fileName"":""2-sliver-0146"",""ipfs_hash"":""ipfs://bafybeihc2w7da7lfryqtwju66rz2ei5fxpwsf7nmaxohzieadh5gyu5n4a"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0022,""Z"":0.0043},""coin_2_rotate"":{""X"":0.0017,""Z"":0.0045}}}"
"moneyverse-0920","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihnkyl4etc4wefmjioqd55dtklyeeitzh653kq5uo3akeuzd7yhti","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0920"",""fileName"":""2-sliver-0116"",""ipfs_hash"":""ipfs://bafybeihnkyl4etc4wefmjioqd55dtklyeeitzh653kq5uo3akeuzd7yhti"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0089,""Z"":0.0028},""coin_2_rotate"":{""X"":-0.0089,""Z"":-0.0028}}}"
"moneyverse-0921","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigixqku2ds54q6oivscm2vom7m7ireyloffimw7wdvhapvkq636xu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0921"",""fileName"":""1-gold-48"",""ipfs_hash"":""ipfs://bafybeigixqku2ds54q6oivscm2vom7m7ireyloffimw7wdvhapvkq636xu"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Gold"",""coin_1_rotate"":{""X"":0.0033,""Z"":0.0054},""coin_2_rotate"":{""X"":0.0024,""Z"":0.0088},""coin_1_position"":{""X"":-199,""Y"":-183},""coin_2_position"":{""X"":195,""Y"":79}}}"
"moneyverse-0922","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiaezznmaumqukw33plqwk4rmzftvsvobg2owhd7spznbzvoosulhe","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0922"",""fileName"":""2-sliver-1070"",""ipfs_hash"":""ipfs://bafybeiaezznmaumqukw33plqwk4rmzftvsvobg2owhd7spznbzvoosulhe"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0015,""Z"":0.0059},""coin_2_rotate"":{""X"":-0.0015,""Z"":-0.0059}}}"
"moneyverse-0923","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiat4qw3aq2pkljzuna7hkibxejxeb6iah2ef57zbtvdzczodtyhue","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0923"",""fileName"":""2-sliver-0666"",""ipfs_hash"":""ipfs://bafybeiat4qw3aq2pkljzuna7hkibxejxeb6iah2ef57zbtvdzczodtyhue"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0012,""Z"":0.0099},""coin_2_rotate"":{""X"":0.0064,""Z"":0.0079}}}"
"moneyverse-0924","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiduehkkgofuws5gs4j43lmt7lh5quyk5b7f5uhagtziscbji5eary","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0924"",""fileName"":""2-sliver-0700"",""ipfs_hash"":""ipfs://bafybeiduehkkgofuws5gs4j43lmt7lh5quyk5b7f5uhagtziscbji5eary"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0061,""Z"":0.009},""coin_2_rotate"":{""X"":-0.0061,""Z"":-0.009}}}"
"moneyverse-0925","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidmtz2vhsbhpkn274tfockyullvxzh3kxqov6v44ljp4duyfbn7xa","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0925"",""fileName"":""2-sliver-1121"",""ipfs_hash"":""ipfs://bafybeidmtz2vhsbhpkn274tfockyullvxzh3kxqov6v44ljp4duyfbn7xa"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0048,""Z"":0.0038},""coin_2_rotate"":{""X"":0.009,""Z"":0.0014}}}"
"moneyverse-0926","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidqphwqoyfpvdl5qxaoaorhvk5mn5b5wqqkmrdobzdqxlgifn6may","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0926"",""fileName"":""2-sliver-0736"",""ipfs_hash"":""ipfs://bafybeidqphwqoyfpvdl5qxaoaorhvk5mn5b5wqqkmrdobzdqxlgifn6may"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0078,""Z"":0.0079},""coin_2_rotate"":{""X"":-0.0078,""Z"":-0.0079},""coin_1_position"":{""X"":-67,""Y"":182},""coin_2_position"":{""X"":165,""Y"":-81}}}"
"moneyverse-0927","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidmhaplxvkxforeli3l4fhnckberhrm7lspj24el6dodjiorpbmei","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0927"",""fileName"":""2-sliver-0320"",""ipfs_hash"":""ipfs://bafybeidmhaplxvkxforeli3l4fhnckberhrm7lspj24el6dodjiorpbmei"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0087,""Z"":0.0041},""coin_2_rotate"":{""X"":-0.0087,""Z"":-0.0041}}}"
"moneyverse-0928","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeicedobal4gw7qldbilxpjbgrupwg7a2qd42m5zqn6tg67uxpmbc54","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0928"",""fileName"":""2-sliver-0186"",""ipfs_hash"":""ipfs://bafybeicedobal4gw7qldbilxpjbgrupwg7a2qd42m5zqn6tg67uxpmbc54"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0036,""Z"":0.0037},""coin_2_rotate"":{""X"":-0.0036,""Z"":-0.0037},""coin_1_position"":{""X"":78,""Y"":44},""coin_2_position"":{""X"":53,""Y"":-199}}}"
"moneyverse-0929","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeie3p2d5fro6sh5vdkqnxlpkxtzwvprgrplzx6coer7zaq6ivfi6pu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0929"",""fileName"":""2-sliver-0267"",""ipfs_hash"":""ipfs://bafybeie3p2d5fro6sh5vdkqnxlpkxtzwvprgrplzx6coer7zaq6ivfi6pu"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0064,""Z"":0.0046},""coin_2_rotate"":{""X"":-0.0064,""Z"":-0.0046},""coin_1_position"":{""X"":61,""Y"":-199},""coin_2_position"":{""X"":-83,""Y"":191}}}"
"moneyverse-0930","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidrcnxoupe6vssk4azzmwatyqy6xy3rab3adii7geapxeqhdkyx4q","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0930"",""fileName"":""2-sliver-0433"",""ipfs_hash"":""ipfs://bafybeidrcnxoupe6vssk4azzmwatyqy6xy3rab3adii7geapxeqhdkyx4q"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0029,""Z"":0.0051},""coin_2_rotate"":{""X"":-0.0029,""Z"":-0.0051},""coin_1_position"":{""X"":-113,""Y"":56},""coin_2_position"":{""X"":-171,""Y"":-119}}}"
"moneyverse-0931","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeie6ti7gfuyor7coqvftp4izoeseuhxgxhafljlq3z32tx3eqscx3u","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0931"",""fileName"":""2-sliver-1052"",""ipfs_hash"":""ipfs://bafybeie6ti7gfuyor7coqvftp4izoeseuhxgxhafljlq3z32tx3eqscx3u"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0037,""Z"":0.0017},""coin_2_rotate"":{""X"":0.002,""Z"":0.0067},""coin_1_position"":{""X"":39,""Y"":143},""coin_2_position"":{""X"":163,""Y"":89}}}"
"moneyverse-0932","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeig5pmnxmi6qhgkusa7e5eqyld7tp5r2v4z573hmparkb3zypyvjpy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0932"",""fileName"":""2-sliver-0103"",""ipfs_hash"":""ipfs://bafybeig5pmnxmi6qhgkusa7e5eqyld7tp5r2v4z573hmparkb3zypyvjpy"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0078,""Z"":0.0088},""coin_2_rotate"":{""X"":0.0015,""Z"":0.0019},""coin_1_position"":{""X"":90,""Y"":-58},""coin_2_position"":{""X"":-151,""Y"":-157}}}"
"moneyverse-0933","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafkreiftoiufupxlg6rx4sgnwqwy577brv4ymn4ek7rbghs3oxrdsjxr4y","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0933"",""fileName"":""1-gold-71"",""ipfs_hash"":""ipfs://bafkreiftoiufupxlg6rx4sgnwqwy577brv4ymn4ek7rbghs3oxrdsjxr4y"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Gold"",""coin_1_rotate"":{""X"":0.0034,""Z"":0.0026},""coin_2_rotate"":{""X"":0.0079,""Z"":0.002},""coin_1_position"":{""X"":-53,""Y"":-4},""coin_2_position"":{""X"":-187,""Y"":-103}}}"
"moneyverse-0934","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiadysplrmjaiimfedmmhf53rdipz2zsblbn54nndeoiq5hvpjorf4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0934"",""fileName"":""2-sliver-0434"",""ipfs_hash"":""ipfs://bafybeiadysplrmjaiimfedmmhf53rdipz2zsblbn54nndeoiq5hvpjorf4"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0066,""Z"":0.0015},""coin_2_rotate"":{""X"":-0.0066,""Z"":-0.0015}}}"
"moneyverse-0935","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidiz2v6jnnuo5jesfnwzsql3q4usxjpic2s673o2i53icxclfzfuq","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0935"",""fileName"":""2-sliver-1041"",""ipfs_hash"":""ipfs://bafybeidiz2v6jnnuo5jesfnwzsql3q4usxjpic2s673o2i53icxclfzfuq"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0098,""Z"":0.0038},""coin_2_rotate"":{""X"":0.0086,""Z"":0.0079},""coin_1_position"":{""X"":112,""Y"":-107},""coin_2_position"":{""X"":-150,""Y"":26}}}"
"moneyverse-0936","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeic34gmclks2jfsi74zngiufi5rbzggvgg2bb2t6qbtvd6c42woohm","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0936"",""fileName"":""2-sliver-0350"",""ipfs_hash"":""ipfs://bafybeic34gmclks2jfsi74zngiufi5rbzggvgg2bb2t6qbtvd6c42woohm"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0081,""Z"":0.0053},""coin_2_rotate"":{""X"":0.0036,""Z"":0.006},""coin_1_position"":{""X"":143,""Y"":-165},""coin_2_position"":{""X"":-21,""Y"":98}}}"
"moneyverse-0937","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeibgnqzgp7rsttn5dptifhspz6xg4vfdm7pqwd3fdau75ftvrrkmvi","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#0937"",""fileName"":""2-sliver-0532"",""ipfs_hash"":""ipfs://bafybeibgnqzgp7rsttn5dptifhspz6xg4vfdm7pqwd3fdau75ftvrrkmvi"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0018,""Z"":0.0074},""coin_2_rotate"":{""X"":0.0074,""Z"":0.0075}}}"
