"nftId","uri","image","metadata"
"moneyverse-1095","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeicpapm3yp43i5477byj2awltqhqrpek3aw2iju5bc7eoh7rnxsihe","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1095"",""fileName"":""2-sliver-0014"",""ipfs_hash"":""ipfs://bafybeicpapm3yp43i5477byj2awltqhqrpek3aw2iju5bc7eoh7rnxsihe"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0082,""Z"":0.0098},""coin_2_rotate"":{""X"":0.0057,""Z"":0.0044}}}"
"moneyverse-1096","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigjse6isljqdaz7o5lgwwds4ke6ke7wlgcx4cg5i6cwm4nwapssue","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1096"",""fileName"":""2-sliver-1048"",""ipfs_hash"":""ipfs://bafybeigjse6isljqdaz7o5lgwwds4ke6ke7wlgcx4cg5i6cwm4nwapssue"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.002,""Z"":0.0077},""coin_2_rotate"":{""X"":0.0094,""Z"":0.0043}}}"
"moneyverse-1097","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihum5to32qdnzfdnp3kv3jzcsoprl3xlueffkt2joquduk657ho3e","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1097"",""fileName"":""2-sliver-0549"",""ipfs_hash"":""ipfs://bafybeihum5to32qdnzfdnp3kv3jzcsoprl3xlueffkt2joquduk657ho3e"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0013,""Z"":0.0084},""coin_2_rotate"":{""X"":0.0058,""Z"":0.0072},""coin_1_position"":{""X"":30,""Y"":38},""coin_2_position"":{""X"":93,""Y"":-186}}}"
"moneyverse-1098","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidc6ohdnq6yvosjxzloqxczdxvwfkehsc6cjtzjma2ezbgf6u7zbq","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1098"",""fileName"":""2-sliver-0066"",""ipfs_hash"":""ipfs://bafybeidc6ohdnq6yvosjxzloqxczdxvwfkehsc6cjtzjma2ezbgf6u7zbq"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0056,""Z"":0.0047},""coin_2_rotate"":{""X"":-0.0056,""Z"":-0.0047}}}"
"moneyverse-1099","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigavo2hrmousjatr4ezc7kwhm4xcqgo77g3flgls6jh7j7iombu6y","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1099"",""fileName"":""2-sliver-0676"",""ipfs_hash"":""ipfs://bafybeigavo2hrmousjatr4ezc7kwhm4xcqgo77g3flgls6jh7j7iombu6y"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0032,""Z"":0.0032},""coin_2_rotate"":{""X"":-0.0032,""Z"":-0.0032}}}"
"moneyverse-1100","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihyiyvmb72hvwcokrw4jxezxwzkkmkb6od3bdf5tfakbk4r7lfd64","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1100"",""fileName"":""2-sliver-0806"",""ipfs_hash"":""ipfs://bafybeihyiyvmb72hvwcokrw4jxezxwzkkmkb6od3bdf5tfakbk4r7lfd64"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.001,""Z"":0.0072},""coin_2_rotate"":{""X"":-0.001,""Z"":-0.0072},""coin_1_position"":{""X"":184,""Y"":11},""coin_2_position"":{""X"":-17,""Y"":-39}}}"
"moneyverse-1101","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeibrq6szrc4ogubkvh4swjnt7ecosy3nuunsyvmaeedvqnrdoxptve","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1101"",""fileName"":""2-sliver-0830"",""ipfs_hash"":""ipfs://bafybeibrq6szrc4ogubkvh4swjnt7ecosy3nuunsyvmaeedvqnrdoxptve"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0042,""Z"":0.0031},""coin_2_rotate"":{""X"":0.0018,""Z"":0.0016},""coin_1_position"":{""X"":-184,""Y"":-127},""coin_2_position"":{""X"":101,""Y"":-111}}}"
"moneyverse-1102","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiella4t62yyho47whu6wptpmjrghqnfx3fps6ozjev2cdc763r7pm","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1102"",""fileName"":""2-sliver-0569"",""ipfs_hash"":""ipfs://bafybeiella4t62yyho47whu6wptpmjrghqnfx3fps6ozjev2cdc763r7pm"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0092,""Z"":0.0037},""coin_2_rotate"":{""X"":0.0094,""Z"":0.0013},""coin_1_position"":{""X"":121,""Y"":36},""coin_2_position"":{""X"":38,""Y"":20}}}"
"moneyverse-1103","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiannrctcfotpfipyqqmofjqio2q2pbh3fr3i6kxngajs2u6alqqsy","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1103"",""fileName"":""2-sliver-0536"",""ipfs_hash"":""ipfs://bafybeiannrctcfotpfipyqqmofjqio2q2pbh3fr3i6kxngajs2u6alqqsy"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0083,""Z"":0.0065},""coin_2_rotate"":{""X"":-0.0083,""Z"":-0.0065},""coin_1_position"":{""X"":-56,""Y"":186},""coin_2_position"":{""X"":-2,""Y"":-55}}}"
"moneyverse-1104","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeienj5mvzo5p3m7dksihtbxpyk3zo5ayrtsv7wqga2fiuvxh5dsa5m","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1104"",""fileName"":""2-sliver-0826"",""ipfs_hash"":""ipfs://bafybeienj5mvzo5p3m7dksihtbxpyk3zo5ayrtsv7wqga2fiuvxh5dsa5m"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0058,""Z"":0.009},""coin_2_rotate"":{""X"":-0.0058,""Z"":-0.009}}}"
"moneyverse-1105","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihwmfop3bo344b4p5q2fufti2c5gxfn7bg3d3dbw6gui2mptezuri","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1105"",""fileName"":""2-sliver-0198"",""ipfs_hash"":""ipfs://bafybeihwmfop3bo344b4p5q2fufti2c5gxfn7bg3d3dbw6gui2mptezuri"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0045,""Z"":0.0096},""coin_2_rotate"":{""X"":0.0092,""Z"":0.0013},""coin_1_position"":{""X"":-195,""Y"":5},""coin_2_position"":{""X"":-60,""Y"":-20}}}"
"moneyverse-1106","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeih4oqg6wnolx4vx4jxfwpdwfywaf4n3wthixj5n7rthxvdr3p3ioi","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1106"",""fileName"":""2-sliver-0262"",""ipfs_hash"":""ipfs://bafybeih4oqg6wnolx4vx4jxfwpdwfywaf4n3wthixj5n7rthxvdr3p3ioi"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0089,""Z"":0.0091},""coin_2_rotate"":{""X"":0.002,""Z"":0.0096},""coin_1_position"":{""X"":157,""Y"":-197},""coin_2_position"":{""X"":197,""Y"":-8}}}"
"moneyverse-1107","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiedsxzoawy432bwyo2btwjqdo67equx3tyhykmui5juyjmx3y55hu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1107"",""fileName"":""2-sliver-0447"",""ipfs_hash"":""ipfs://bafybeiedsxzoawy432bwyo2btwjqdo67equx3tyhykmui5juyjmx3y55hu"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.003,""Z"":0.0054},""coin_2_rotate"":{""X"":-0.003,""Z"":-0.0054}}}"
"moneyverse-1108","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihxgichefnfc6j5bh5ngziutsq3qc5rp74rwgqtqnlfurbkq4bxea","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1108"",""fileName"":""2-sliver-0342"",""ipfs_hash"":""ipfs://bafybeihxgichefnfc6j5bh5ngziutsq3qc5rp74rwgqtqnlfurbkq4bxea"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0029,""Z"":0.0078},""coin_2_rotate"":{""X"":-0.0029,""Z"":-0.0078},""coin_1_position"":{""X"":-145,""Y"":-83},""coin_2_position"":{""X"":-78,""Y"":-28}}}"
"moneyverse-1109","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiawg3dnjnmwevb2hhhrh5pr7pud3mqspzg2mhbdlcb2am2ss5mwxu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1109"",""fileName"":""2-sliver-0118"",""ipfs_hash"":""ipfs://bafybeiawg3dnjnmwevb2hhhrh5pr7pud3mqspzg2mhbdlcb2am2ss5mwxu"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0056,""Z"":0.0074},""coin_2_rotate"":{""X"":0.007,""Z"":0.0019}}}"
"moneyverse-1110","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeib6q7ok4qsp5xml73conokanrlf4j7i4lsupxbzug7zoe5jyaflxq","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1110"",""fileName"":""2-sliver-0288"",""ipfs_hash"":""ipfs://bafybeib6q7ok4qsp5xml73conokanrlf4j7i4lsupxbzug7zoe5jyaflxq"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0019,""Z"":0.001},""coin_2_rotate"":{""X"":0.009,""Z"":0.0075},""coin_1_position"":{""X"":-22,""Y"":102},""coin_2_position"":{""X"":-28,""Y"":131}}}"
"moneyverse-1111","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidomggvzdoqw5yom746ls7b2mhyv5cpueb2p2y7v3mi75oxacuvta","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1111"",""fileName"":""2-sliver-0037"",""ipfs_hash"":""ipfs://bafybeidomggvzdoqw5yom746ls7b2mhyv5cpueb2p2y7v3mi75oxacuvta"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0071,""Z"":0.0023},""coin_2_rotate"":{""X"":0.0097,""Z"":0.0021},""coin_1_position"":{""X"":-160,""Y"":34},""coin_2_position"":{""X"":-113,""Y"":-181}}}"
"moneyverse-1112","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiahtxt6wjeyuiyvlqwvkpl2jhcwmmkixsxn5wiwrbvhh7icuw7e6a","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1112"",""fileName"":""2-sliver-0440"",""ipfs_hash"":""ipfs://bafybeiahtxt6wjeyuiyvlqwvkpl2jhcwmmkixsxn5wiwrbvhh7icuw7e6a"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0023,""Z"":0.0087},""coin_2_rotate"":{""X"":0.0061,""Z"":0.009},""coin_1_position"":{""X"":-81,""Y"":83},""coin_2_position"":{""X"":-37,""Y"":-165}}}"
"moneyverse-1113","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigmfw32n4e6cgw4fdg4qbymr5bd5l6rjwpht2tmrbukrd3yx4npfu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1113"",""fileName"":""2-sliver-1076"",""ipfs_hash"":""ipfs://bafybeigmfw32n4e6cgw4fdg4qbymr5bd5l6rjwpht2tmrbukrd3yx4npfu"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Bottom"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0027,""Z"":0.0018},""coin_2_rotate"":{""X"":0.0022,""Z"":0.0093},""coin_1_position"":{""X"":-187,""Y"":101},""coin_2_position"":{""X"":-24,""Y"":35}}}"
"moneyverse-1114","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiczqq7kdht73glaxr2ms27hfldq2yzzr6cdwsznrrtlqcm3tqxrl4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1114"",""fileName"":""2-sliver-0015"",""ipfs_hash"":""ipfs://bafybeiczqq7kdht73glaxr2ms27hfldq2yzzr6cdwsznrrtlqcm3tqxrl4"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0048,""Z"":0.0082},""coin_2_rotate"":{""X"":-0.0048,""Z"":-0.0082},""coin_1_position"":{""X"":-125,""Y"":78},""coin_2_position"":{""X"":159,""Y"":55}}}"
"moneyverse-1115","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeia6bwf24ubbpse4ixp3i2jshekjbplyfst3p7ygs7uoohn47hv7fq","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1115"",""fileName"":""2-sliver-0059"",""ipfs_hash"":""ipfs://bafybeia6bwf24ubbpse4ixp3i2jshekjbplyfst3p7ygs7uoohn47hv7fq"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0014,""Z"":0.0092},""coin_2_rotate"":{""X"":0.0075,""Z"":0.0083}}}"
"moneyverse-1116","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiggztb55twi6kkatah3cvs5u7kaduzbpvrlyft2xa2a2g7wkmoyr4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1116"",""fileName"":""2-sliver-0657"",""ipfs_hash"":""ipfs://bafybeiggztb55twi6kkatah3cvs5u7kaduzbpvrlyft2xa2a2g7wkmoyr4"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Bottom"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0076,""Z"":0.0075},""coin_2_rotate"":{""X"":-0.0076,""Z"":-0.0075},""coin_1_position"":{""X"":101,""Y"":-19},""coin_2_position"":{""X"":-155,""Y"":-48}}}"
"moneyverse-1117","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeidokzfe5pke7kmc46ohnd5tyffizw7fb3hvf3g5v7svfwq7dnsnxm","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1117"",""fileName"":""2-sliver-0286"",""ipfs_hash"":""ipfs://bafybeidokzfe5pke7kmc46ohnd5tyffizw7fb3hvf3g5v7svfwq7dnsnxm"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0063,""Z"":0.0071},""coin_2_rotate"":{""X"":-0.0063,""Z"":-0.0071}}}"
"moneyverse-1118","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeieggvfkturrgnky5mkh36tvqa277znwv4zvrgaxo27bjv7qmld6em","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1118"",""fileName"":""2-sliver-1054"",""ipfs_hash"":""ipfs://bafybeieggvfkturrgnky5mkh36tvqa277znwv4zvrgaxo27bjv7qmld6em"",""attributes"":{""background"":""Mixing"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0062,""Z"":0.0065},""coin_2_rotate"":{""X"":-0.0062,""Z"":-0.0065},""coin_1_position"":{""X"":68,""Y"":-45},""coin_2_position"":{""X"":-2,""Y"":36}}}"
"moneyverse-1119","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeig7k2jjwr55g3zfwumdcfsayt7reks52cxhzvxpxmiucszzcknvku","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1119"",""fileName"":""2-sliver-0017"",""ipfs_hash"":""ipfs://bafybeig7k2jjwr55g3zfwumdcfsayt7reks52cxhzvxpxmiucszzcknvku"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0034,""Z"":0.0055},""coin_2_rotate"":{""X"":0.0029,""Z"":0.0019},""coin_1_position"":{""X"":145,""Y"":-26},""coin_2_position"":{""X"":42,""Y"":32}}}"
"moneyverse-1120","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeigxgxxjaq2hs764pqqexujrj4rydhgolxrt46euv5zat5duzjtkrq","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1120"",""fileName"":""2-sliver-1044"",""ipfs_hash"":""ipfs://bafybeigxgxxjaq2hs764pqqexujrj4rydhgolxrt46euv5zat5duzjtkrq"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0095,""Z"":0.0053},""coin_2_rotate"":{""X"":0.0088,""Z"":0.0095}}}"
"moneyverse-1121","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeifv6e6pkcy4w5ncnwg3vwnme2y3pcns4zwwcr4ojdip2iolyfy33a","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1121"",""fileName"":""2-sliver-1137"",""ipfs_hash"":""ipfs://bafybeifv6e6pkcy4w5ncnwg3vwnme2y3pcns4zwwcr4ojdip2iolyfy33a"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0038,""Z"":0.0059},""coin_2_rotate"":{""X"":-0.0038,""Z"":-0.0059},""coin_1_position"":{""X"":-41,""Y"":-70},""coin_2_position"":{""X"":-12,""Y"":34}}}"
"moneyverse-1122","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiemyr5ngnlut5hpwxaeda7o6bfkdxgzv4nxrthsohuwojgrtv3hwm","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1122"",""fileName"":""2-sliver-0178"",""ipfs_hash"":""ipfs://bafybeiemyr5ngnlut5hpwxaeda7o6bfkdxgzv4nxrthsohuwojgrtv3hwm"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0078,""Z"":0.0034},""coin_2_rotate"":{""X"":-0.0078,""Z"":-0.0034},""coin_1_position"":{""X"":131,""Y"":-102},""coin_2_position"":{""X"":-78,""Y"":15}}}"
"moneyverse-1123","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihfr6s25g37ym77qbrdqm6upr3nv4qz2de3rezgc5etnwvkiwlhpi","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1123"",""fileName"":""2-sliver-0370"",""ipfs_hash"":""ipfs://bafybeihfr6s25g37ym77qbrdqm6upr3nv4qz2de3rezgc5etnwvkiwlhpi"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0032,""Z"":0.006},""coin_2_rotate"":{""X"":0.0024,""Z"":0.0065},""coin_1_position"":{""X"":-198,""Y"":109},""coin_2_position"":{""X"":164,""Y"":178}}}"
"moneyverse-1124","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeieioibsasuopdhtcuj5smmefzwjdwll7b2ywmmxmywp5i7isxm2zq","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1124"",""fileName"":""2-sliver-1144"",""ipfs_hash"":""ipfs://bafybeieioibsasuopdhtcuj5smmefzwjdwll7b2ywmmxmywp5i7isxm2zq"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.006,""Z"":0.0092},""coin_2_rotate"":{""X"":0.0079,""Z"":0.0046}}}"
"moneyverse-1125","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeic6kamxz64r2blgloli3oo46aur5rqjcviv3uc7bzlnf7rns5cgym","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1125"",""fileName"":""2-sliver-0337"",""ipfs_hash"":""ipfs://bafybeic6kamxz64r2blgloli3oo46aur5rqjcviv3uc7bzlnf7rns5cgym"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Bottom"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0049,""Z"":0.0072},""coin_2_rotate"":{""X"":-0.0049,""Z"":-0.0072}}}"
"moneyverse-1126","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiani4crf4cdgtntphcrtgvgzbg25qy6rm74lnaoh6uybuvtejrwky","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1126"",""fileName"":""2-sliver-0196"",""ipfs_hash"":""ipfs://bafybeiani4crf4cdgtntphcrtgvgzbg25qy6rm74lnaoh6uybuvtejrwky"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.004,""Z"":0.0068},""coin_2_rotate"":{""X"":-0.004,""Z"":-0.0068},""coin_1_position"":{""X"":-99,""Y"":-176},""coin_2_position"":{""X"":63,""Y"":100}}}"
"moneyverse-1127","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeihqcez2xpx7g7spsilekk4inqs7weip7slhckd5joyffyeumrb7iu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1127"",""fileName"":""2-sliver-0847"",""ipfs_hash"":""ipfs://bafybeihqcez2xpx7g7spsilekk4inqs7weip7slhckd5joyffyeumrb7iu"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0087,""Z"":0.0082},""coin_2_rotate"":{""X"":0.0091,""Z"":0.0045},""coin_1_position"":{""X"":-22,""Y"":158},""coin_2_position"":{""X"":88,""Y"":-2}}}"
"moneyverse-1128","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeiftioocu7tcx4cyhm3nbt54cuftzbh6ayib2qv6jxyhoedvqs43n4","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1128"",""fileName"":""2-sliver-0110"",""ipfs_hash"":""ipfs://bafybeiftioocu7tcx4cyhm3nbt54cuftzbh6ayib2qv6jxyhoedvqs43n4"",""attributes"":{""background"":""Fade Out"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Mirror"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0052,""Z"":0.0028},""coin_2_rotate"":{""X"":-0.0052,""Z"":-0.0028},""coin_1_position"":{""X"":44,""Y"":133},""coin_2_position"":{""X"":108,""Y"":33}}}"
"moneyverse-1129","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeifh45luyldaxhjrqpsqojoidhfny2ljlehleitlk5ja75dnanruaa","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1129"",""fileName"":""2-sliver-0510"",""ipfs_hash"":""ipfs://bafybeifh45luyldaxhjrqpsqojoidhfny2ljlehleitlk5ja75dnanruaa"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Standard"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.0076,""Z"":0.0026},""coin_2_rotate"":{""X"":0.0061,""Z"":0.0068}}}"
"moneyverse-1130","https://api.ckxpress.com/book-nft/metadata?book_id=1","ipfs://bafybeid3xkqao6ynmojwryesssmwveoqxdktjmx54yv5irorcuqgv36lcu","{""name"":""《所謂「我不投資」，就是 all in 在法定貨幣》"",""description"":""#1130"",""fileName"":""2-sliver-0095"",""ipfs_hash"":""ipfs://bafybeid3xkqao6ynmojwryesssmwveoqxdktjmx54yv5irorcuqgv36lcu"",""attributes"":{""background"":""Fade In"",""publish_info_layout"":""Kitty-Corner"",""coins_layout"":""Random"",""coins_color"":""Sliver"",""coin_1_rotate"":{""X"":0.006,""Z"":0.0048},""coin_2_rotate"":{""X"":0.0051,""Z"":0.0075},""coin_1_position"":{""X"":95,""Y"":7},""coin_2_position"":{""X"":144,""Y"":90}}}"
